CHEQUEESPECIAL;USO_CREDITO;HISTORICO_CREDITO;PROPOSITO;BALANCO_ATUAL;BALANCO_MEDIO_CREDITO;EMPREGADO;LOCAL;ESTADOCIVIL;OUTRASFUNCOES;RESIDENCIADESDE;TIPOSBENS;IDADE;OUTROSPLANOSPGTO;RESIDENCIA;CREDITOSEXISTENTES;EMPREGO;DEPENDENTES;TRABAESTRANGEIRO;CLASSE
0<=X<200;12;existente e pago;negócios;1037;100<=X<500;4<=X<7;3;masculino solteiro;nenhum;4;bens imóveis;39;nenhum;própria;1;não especializado;1;sim;bom
<0;15;crítica / outros de crédito existente;mobilia/equipamento;1478;<100;>=7;4;masculino solteiro;nenhum;4;carro;44;nenhum;própria;2;especializado;2;sim;bom
0<=X<200;12;crítica / outros de crédito existente;Computador/TV;3573;<100;1<=X<4;1;fem div/cas;nenhum;1;bens imóveis;23;nenhum;própria;1;não especializado;1;sim;bom
0<=X<200;24;existente e pago;carro novo;1201;<100;<1;4;masculino solteiro;nenhum;1;seguro de vida;26;nenhum;própria;1;especializado;1;sim;bom
<0;30;existente e pago;mobilia/equipamento;3622;>=1000;>=7;4;fem div/cas;nenhum;4;seguro de vida;57;nenhum;alugada;2;especializado;1;sim;bom
sem cheque;15;atrasos anteriores;mobilia/equipamento;960;>=1000;4<=X<7;3;fem div/cas;nenhum;2;seguro de vida;30;nenhum;própria;2;especializado;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;carro novo;1163;500<=X<1000;1<=X<4;4;masculino solteiro;nenhum;4;bens imóveis;44;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;6;atrasos anteriores;carro novo;1209;<100;desempregado;4;masculino solteiro;nenhum;4;seguro de vida;47;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;12;existente e pago;Computador/TV;3077;<100;1<=X<4;2;masculino solteiro;nenhum;4;carro;52;nenhum;própria;1;especializado;1;sim;bom
sem cheque;24;existente e pago;carro novo;3757;<100;>=7;4;fem div/cas;co requerente;4;nenhuma conhecida;62;nenhum;gratuitamente;1;especializado;1;sim;bom
sem cheque;10;existente e pago;carro novo;1418;100<=X<500;1<=X<4;3;masculino solteiro;nenhum;2;bens imóveis;35;nenhum;alugada;1;não especializado;1;não;bom
sem cheque;6;existente e pago;carro novo;3518;<100;1<=X<4;2;masculino solteiro;fiador;3;seguro de vida;26;nenhum;alugada;1;especializado;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;Computador/TV;1934;<100;>=7;2;masculino solteiro;nenhum;2;nenhuma conhecida;26;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;27;sem créditos/todos pagos;negócios;8318;<100;>=7;2;fem div/cas;nenhum;4;nenhuma conhecida;42;nenhum;gratuitamente;2;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;6;crítica / outros de crédito existente;Computador/TV;1237;100<=X<500;1<=X<4;1;fem div/cas;nenhum;1;seguro de vida;27;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;6;existente e pago;Computador/TV;368;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;seguro de vida;38;nenhum;própria;1;especializado;1;sim;bom
<0;12;crítica / outros de crédito existente;carro novo;2122;<100;1<=X<4;3;masculino solteiro;nenhum;2;bens imóveis;39;nenhum;alugada;2;não especializado;2;não;bom
<0;24;existente e pago;mobilia/equipamento;2996;nenhuma economia conhecida;1<=X<4;2;masculino casado/viuvo;nenhum;4;carro;20;nenhum;própria;1;especializado;1;sim;ruim
0<=X<200;36;existente e pago;mobilia/equipamento;9034;100<=X<500;<1;4;masculino solteiro;co requerente;1;nenhuma conhecida;29;nenhum;alugada;1;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;24;crítica / outros de crédito existente;mobilia/equipamento;1585;<100;4<=X<7;4;masculino solteiro;nenhum;3;seguro de vida;40;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;18;existente e pago;Computador/TV;1301;<100;>=7;4;masculino casado/viuvo;fiador;2;bens imóveis;32;nenhum;própria;1;não especializado;1;sim;bom
>=200;6;crítica / outros de crédito existente;carro novo;1323;100<=X<500;>=7;2;masculino div/sep;nenhum;4;carro;28;nenhum;própria;2;especializado;2;sim;bom
<0;24;existente e pago;carro novo;3123;<100;<1;4;fem div/cas;nenhum;1;seguro de vida;27;nenhum;própria;1;especializado;1;sim;ruim
<0;36;existente e pago;carro usado;5493;<100;>=7;2;masculino solteiro;nenhum;4;nenhuma conhecida;42;nenhum;gratuitamente;1;especializado;2;sim;bom
>=200;9;existente e pago;Computador/TV;1126;100<=X<500;>=7;2;masculino div/sep;nenhum;4;bens imóveis;49;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;24;crítica / outros de crédito existente;Computador/TV;1216;100<=X<500;<1;4;masculino solteiro;nenhum;4;nenhuma conhecida;38;banco;própria;2;especializado;2;sim;ruim
<0;24;existente e pago;carro novo;1207;<100;<1;4;fem div/cas;nenhum;4;seguro de vida;24;nenhum;alugada;1;especializado;1;sim;ruim
sem cheque;10;existente e pago;carro novo;1309;nenhuma economia conhecida;1<=X<4;4;masculino solteiro;fiador;4;seguro de vida;27;nenhum;própria;1;não especializado;1;sim;ruim
>=200;15;crítica / outros de crédito existente;carro usado;2360;500<=X<1000;1<=X<4;2;masculino solteiro;nenhum;2;carro;36;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;15;todos pagos;carro novo;6850;100<=X<500;desempregado;1;masculino solteiro;nenhum;2;seguro de vida;34;nenhum;própria;1;alta qualificação/autonomo/Gerente;2;sim;ruim
sem cheque;24;existente e pago;Computador/TV;1413;<100;1<=X<4;4;masculino casado/viuvo;nenhum;2;seguro de vida;28;nenhum;própria;1;especializado;1;sim;bom
sem cheque;39;existente e pago;carro usado;8588;100<=X<500;>=7;4;masculino solteiro;nenhum;2;carro;45;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;12;existente e pago;carro novo;759;<100;4<=X<7;4;masculino solteiro;nenhum;2;bens imóveis;26;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;36;existente e pago;carro usado;4686;<100;1<=X<4;2;masculino solteiro;nenhum;2;nenhuma conhecida;32;nenhum;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;bom
>=200;15;existente e pago;negócios;2687;<100;4<=X<7;2;masculino solteiro;nenhum;4;seguro de vida;26;nenhum;alugada;1;especializado;1;sim;bom
0<=X<200;12;atrasos anteriores;Computador/TV;585;<100;1<=X<4;4;masculino casado/viuvo;co requerente;4;bens imóveis;20;nenhum;alugada;2;especializado;1;sim;bom
sem cheque;24;existente e pago;carro novo;2255;nenhuma economia conhecida;<1;4;masculino solteiro;nenhum;1;seguro de vida;54;nenhum;própria;1;especializado;1;sim;bom
<0;6;crítica / outros de crédito existente;carro novo;609;<100;4<=X<7;4;fem div/cas;nenhum;3;seguro de vida;37;nenhum;própria;2;especializado;1;não;bom
<0;6;crítica / outros de crédito existente;carro novo;1361;<100;<1;2;masculino solteiro;nenhum;4;bens imóveis;40;nenhum;própria;1;não especializado;2;não;bom
sem cheque;36;crítica / outros de crédito existente;mobilia/equipamento;7127;<100;<1;2;fem div/cas;nenhum;4;seguro de vida;23;nenhum;alugada;2;especializado;1;sim;ruim
<0;6;existente e pago;carro novo;1203;100<=X<500;>=7;3;masculino solteiro;nenhum;2;seguro de vida;43;nenhum;própria;1;especializado;1;sim;bom
sem cheque;6;crítica / outros de crédito existente;Computador/TV;700;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;36;nenhum;gratuitamente;2;especializado;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;obras;5507;<100;>=7;3;masculino solteiro;nenhum;4;nenhuma conhecida;44;nenhum;gratuitamente;2;especializado;1;sim;bom
<0;18;existente e pago;Computador/TV;3190;<100;1<=X<4;2;fem div/cas;nenhum;2;bens imóveis;24;nenhum;própria;1;especializado;1;sim;ruim
<0;48;sem créditos/todos pagos;mobilia/equipamento;7119;<100;1<=X<4;3;masculino solteiro;nenhum;4;nenhuma conhecida;53;nenhum;gratuitamente;2;especializado;2;sim;ruim
sem cheque;24;existente e pago;carro usado;3488;100<=X<500;4<=X<7;3;fem div/cas;nenhum;4;carro;23;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;18;existente e pago;Computador/TV;1113;<100;1<=X<4;4;fem div/cas;fiador;4;bens imóveis;26;nenhum;própria;1;não especializado;2;sim;bom
0<=X<200;26;existente e pago;carro usado;7966;<100;<1;2;masculino solteiro;nenhum;3;carro;30;nenhum;própria;2;especializado;1;sim;bom
sem cheque;15;crítica / outros de crédito existente;educação;1532;100<=X<500;1<=X<4;4;fem div/cas;nenhum;3;carro;31;nenhum;própria;1;especializado;1;sim;bom
sem cheque;4;crítica / outros de crédito existente;Computador/TV;1503;<100;4<=X<7;2;masculino solteiro;nenhum;1;bens imóveis;42;nenhum;própria;2;não especializado;2;sim;bom
<0;36;existente e pago;Computador/TV;2302;<100;1<=X<4;4;masculino div/sep;nenhum;4;carro;31;nenhum;alugada;1;especializado;1;sim;ruim
<0;6;existente e pago;carro novo;662;<100;<1;3;masculino solteiro;nenhum;4;bens imóveis;41;nenhum;própria;1;não especializado;2;sim;bom
0<=X<200;36;existente e pago;educação;2273;<100;4<=X<7;3;masculino solteiro;nenhum;1;carro;32;nenhum;própria;2;especializado;2;sim;bom
0<=X<200;15;existente e pago;carro novo;2631;100<=X<500;1<=X<4;2;fem div/cas;nenhum;4;carro;28;nenhum;alugada;2;especializado;1;sim;ruim
sem cheque;12;atrasos anteriores;carro usado;1503;<100;1<=X<4;4;masculino casado/viuvo;nenhum;4;bens imóveis;41;nenhum;alugada;1;especializado;1;sim;bom
sem cheque;24;existente e pago;Computador/TV;1311;100<=X<500;4<=X<7;4;masculino casado/viuvo;nenhum;3;seguro de vida;26;nenhum;própria;1;especializado;1;sim;bom
sem cheque;24;existente e pago;Computador/TV;3105;nenhuma economia conhecida;<1;4;masculino solteiro;nenhum;2;carro;25;nenhum;própria;2;especializado;1;sim;bom
>=200;21;crítica / outros de crédito existente;educação;2319;<100;<1;2;masculino div/sep;nenhum;1;carro;33;nenhum;alugada;1;especializado;1;sim;ruim
<0;6;existente e pago;carro novo;1374;nenhuma economia conhecida;desempregado;4;fem div/cas;nenhum;3;seguro de vida;75;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;18;crítica / outros de crédito existente;mobilia/equipamento;3612;<100;>=7;3;fem div/cas;nenhum;4;seguro de vida;37;nenhum;própria;1;especializado;1;sim;bom
<0;48;existente e pago;carro novo;7763;<100;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;42;banco;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;ruim
>=200;18;existente e pago;mobilia/equipamento;3049;<100;<1;1;fem div/cas;nenhum;1;seguro de vida;45;stores;própria;1;não especializado;1;sim;bom
0<=X<200;12;existente e pago;Computador/TV;1534;<100;<1;1;masculino casado/viuvo;nenhum;1;bens imóveis;23;nenhum;alugada;1;especializado;1;sim;ruim
sem cheque;24;atrasos anteriores;carro novo;2032;<100;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;60;nenhum;gratuitamente;2;especializado;1;sim;bom
<0;30;existente e pago;mobilia/equipamento;6350;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;seguro de vida;31;nenhum;própria;1;especializado;1;sim;ruim
>=200;18;existente e pago;mobilia/equipamento;2864;<100;1<=X<4;2;masculino solteiro;nenhum;1;bens imóveis;34;nenhum;própria;1;não especializado;2;sim;ruim
sem cheque;12;crítica / outros de crédito existente;carro novo;1255;<100;>=7;4;masculino solteiro;nenhum;4;bens imóveis;61;nenhum;própria;2;não especializado;1;sim;bom
<0;24;atrasos anteriores;carro novo;1333;<100;desempregado;4;masculino solteiro;nenhum;2;bens imóveis;43;nenhum;gratuitamente;2;especializado;2;sim;ruim
sem cheque;24;crítica / outros de crédito existente;carro novo;2022;<100;1<=X<4;4;fem div/cas;nenhum;4;carro;37;nenhum;própria;1;especializado;1;sim;bom
sem cheque;24;existente e pago;Computador/TV;1552;<100;4<=X<7;3;masculino solteiro;nenhum;1;carro;32;banco;própria;1;especializado;2;sim;bom
<0;12;todos pagos;Computador/TV;626;<100;1<=X<4;4;fem div/cas;nenhum;4;bens imóveis;24;banco;própria;1;não especializado;1;sim;ruim
sem cheque;48;crítica / outros de crédito existente;carro usado;8858;nenhuma economia conhecida;4<=X<7;2;masculino solteiro;nenhum;1;nenhuma conhecida;35;nenhum;gratuitamente;2;especializado;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;obras;996;nenhuma economia conhecida;4<=X<7;4;fem div/cas;nenhum;4;bens imóveis;23;nenhum;própria;2;especializado;1;sim;bom
sem cheque;6;todos pagos;Computador/TV;1750;500<=X<1000;>=7;2;masculino solteiro;nenhum;4;seguro de vida;45;banco;própria;1;não especializado;2;sim;bom
<0;48;existente e pago;Computador/TV;6999;<100;4<=X<7;1;masculino casado/viuvo;fiador;1;bens imóveis;34;nenhum;própria;2;especializado;1;sim;ruim
0<=X<200;12;crítica / outros de crédito existente;carro novo;1995;100<=X<500;<1;4;masculino solteiro;nenhum;1;carro;27;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;9;existente e pago;educação;1199;<100;4<=X<7;4;fem div/cas;nenhum;4;seguro de vida;67;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;12;existente e pago;Computador/TV;1331;<100;<1;2;masculino solteiro;nenhum;1;carro;22;stores;própria;1;especializado;1;sim;ruim
0<=X<200;18;sem créditos/todos pagos;carro novo;2278;100<=X<500;<1;3;fem div/cas;nenhum;3;carro;28;nenhum;própria;2;especializado;1;sim;ruim
sem cheque;21;sem créditos/todos pagos;carro novo;5003;nenhuma economia conhecida;1<=X<4;1;fem div/cas;nenhum;4;seguro de vida;29;banco;própria;2;especializado;1;sim;ruim
<0;24;todos pagos;mobilia/equipamento;3552;<100;4<=X<7;3;masculino solteiro;nenhum;4;carro;27;banco;própria;1;especializado;1;sim;ruim
0<=X<200;18;crítica / outros de crédito existente;mobilia/equipamento;1928;<100;<1;2;masculino solteiro;nenhum;2;bens imóveis;31;nenhum;própria;2;não especializado;1;sim;ruim
<0;24;existente e pago;carro usado;2964;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;49;banco;gratuitamente;1;especializado;2;sim;bom
<0;24;todos pagos;Computador/TV;1546;<100;4<=X<7;4;masculino solteiro;fiador;4;carro;24;banco;alugada;1;não especializado;1;sim;ruim
>=200;6;atrasos anteriores;Computador/TV;683;<100;<1;2;fem div/cas;nenhum;1;seguro de vida;29;banco;própria;1;especializado;1;sim;bom
0<=X<200;36;existente e pago;carro novo;12389;nenhuma economia conhecida;1<=X<4;1;masculino solteiro;nenhum;4;nenhuma conhecida;37;nenhum;gratuitamente;1;especializado;1;sim;ruim
0<=X<200;24;atrasos anteriores;negócios;4712;nenhuma economia conhecida;1<=X<4;4;masculino solteiro;nenhum;2;seguro de vida;37;banco;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;24;atrasos anteriores;Computador/TV;1553;100<=X<500;4<=X<7;3;fem div/cas;nenhum;2;seguro de vida;23;nenhum;alugada;2;especializado;1;sim;bom
<0;12;existente e pago;carro novo;1372;<100;4<=X<7;2;masculino div/sep;nenhum;3;carro;36;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;24;crítica / outros de crédito existente;Computador/TV;2578;>=1000;>=7;2;masculino solteiro;nenhum;2;carro;34;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;48;existente e pago;Computador/TV;3979;nenhuma economia conhecida;4<=X<7;4;masculino solteiro;nenhum;1;carro;41;nenhum;própria;2;especializado;2;sim;bom
<0;48;existente e pago;Computador/TV;6758;<100;1<=X<4;3;fem div/cas;nenhum;2;carro;31;nenhum;própria;1;especializado;1;sim;ruim
<0;24;existente e pago;mobilia/equipamento;3234;<100;<1;4;fem div/cas;nenhum;4;bens imóveis;23;nenhum;alugada;1;não especializado;1;sim;ruim
sem cheque;30;crítica / outros de crédito existente;Computador/TV;5954;<100;4<=X<7;3;masculino solteiro;co requerente;2;carro;38;nenhum;própria;1;especializado;1;sim;bom
sem cheque;24;existente e pago;carro usado;5433;nenhuma economia conhecida;desempregado;2;fem div/cas;nenhum;4;seguro de vida;26;nenhum;alugada;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;15;existente e pago;negócios;806;<100;1<=X<4;4;fem div/cas;nenhum;4;seguro de vida;22;nenhum;própria;1;não especializado;1;sim;bom
0<=X<200;9;existente e pago;Computador/TV;1082;<100;>=7;4;masculino solteiro;nenhum;4;carro;27;nenhum;própria;2;não especializado;1;sim;bom
sem cheque;15;crítica / outros de crédito existente;mobilia/equipamento;2788;<100;4<=X<7;2;fem div/cas;co requerente;3;carro;24;banco;própria;2;especializado;1;sim;bom
0<=X<200;12;existente e pago;Computador/TV;2930;<100;4<=X<7;2;fem div/cas;nenhum;1;bens imóveis;27;nenhum;própria;1;especializado;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;educação;1927;nenhuma economia conhecida;1<=X<4;3;fem div/cas;nenhum;2;carro;33;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;36;crítica / outros de crédito existente;carro novo;2820;<100;<1;4;masculino div/sep;nenhum;4;carro;27;nenhum;própria;2;especializado;1;sim;ruim
sem cheque;24;existente e pago;qualificação;937;<100;<1;4;masculino casado/viuvo;nenhum;3;carro;27;nenhum;própria;2;não especializado;1;sim;bom
0<=X<200;18;crítica / outros de crédito existente;carro novo;1056;<100;>=7;3;masculino solteiro;fiador;3;bens imóveis;30;banco;própria;2;especializado;1;sim;ruim
0<=X<200;12;crítica / outros de crédito existente;carro novo;3124;<100;<1;1;masculino solteiro;nenhum;3;bens imóveis;49;banco;própria;2;não especializado;2;sim;bom
sem cheque;9;existente e pago;mobilia/equipamento;1388;<100;1<=X<4;4;fem div/cas;nenhum;2;bens imóveis;26;nenhum;alugada;1;especializado;1;sim;bom
0<=X<200;36;existente e pago;obras;2384;<100;<1;4;masculino solteiro;nenhum;1;nenhuma conhecida;33;nenhum;alugada;1;não especializado;1;sim;ruim
sem cheque;12;existente e pago;carro novo;2133;nenhuma economia conhecida;>=7;4;fem div/cas;nenhum;4;nenhuma conhecida;52;nenhum;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;18;existente e pago;mobilia/equipamento;2039;<100;1<=X<4;1;fem div/cas;nenhum;4;bens imóveis;20;banco;alugada;1;especializado;1;sim;ruim
<0;9;crítica / outros de crédito existente;carro novo;2799;<100;1<=X<4;2;masculino solteiro;nenhum;2;bens imóveis;36;nenhum;alugada;2;especializado;2;sim;bom
<0;12;existente e pago;mobilia/equipamento;1289;<100;1<=X<4;4;masculino solteiro;fiador;1;seguro de vida;21;nenhum;própria;1;não especializado;1;sim;bom
<0;18;existente e pago;Eletrodomésticos;1217;<100;1<=X<4;4;masculino casado/viuvo;nenhum;3;bens imóveis;47;nenhum;própria;1;não especializado;1;sim;ruim
<0;12;crítica / outros de crédito existente;mobilia/equipamento;2246;<100;>=7;3;masculino solteiro;nenhum;3;seguro de vida;60;nenhum;própria;2;especializado;1;sim;ruim
<0;12;crítica / outros de crédito existente;Computador/TV;385;<100;4<=X<7;4;fem div/cas;nenhum;3;bens imóveis;58;nenhum;própria;4;não especializado;1;sim;bom
0<=X<200;24;atrasos anteriores;carro novo;1965;nenhuma economia conhecida;1<=X<4;4;fem div/cas;nenhum;4;carro;42;nenhum;alugada;2;especializado;1;sim;bom
sem cheque;21;existente e pago;negócios;1572;>=1000;>=7;4;fem div/cas;nenhum;4;bens imóveis;36;banco;própria;1;não especializado;1;sim;bom
0<=X<200;24;existente e pago;carro novo;2718;<100;1<=X<4;3;fem div/cas;nenhum;4;seguro de vida;20;nenhum;alugada;1;não especializado;1;sim;ruim
<0;24;todos pagos;outros;1358;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;3;carro;40;stores;própria;1;alta qualificação/autonomo/Gerente;1;sim;ruim
0<=X<200;6;todos pagos;carro novo;931;100<=X<500;<1;1;fem div/cas;nenhum;1;seguro de vida;32;stores;própria;1;não especializado;1;sim;ruim
<0;24;existente e pago;carro novo;1442;<100;4<=X<7;4;fem div/cas;nenhum;4;carro;23;nenhum;alugada;2;especializado;1;sim;ruim
0<=X<200;24;sem créditos/todos pagos;negócios;4241;<100;1<=X<4;1;masculino solteiro;nenhum;4;bens imóveis;36;nenhum;própria;3;não especializado;1;sim;ruim
sem cheque;18;crítica / outros de crédito existente;carro novo;2775;<100;4<=X<7;2;masculino solteiro;nenhum;2;seguro de vida;31;banco;própria;2;especializado;1;sim;ruim
sem cheque;24;atrasos anteriores;negócios;3863;<100;1<=X<4;1;masculino solteiro;nenhum;2;nenhuma conhecida;32;nenhum;gratuitamente;1;especializado;1;sim;bom
0<=X<200;7;existente e pago;Computador/TV;2329;<100;<1;1;fem div/cas;fiador;1;bens imóveis;45;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;9;existente e pago;mobilia/equipamento;918;<100;1<=X<4;4;fem div/cas;nenhum;1;seguro de vida;30;nenhum;própria;1;especializado;1;sim;ruim
0<=X<200;24;todos pagos;educação;1837;<100;4<=X<7;4;fem div/cas;nenhum;4;nenhuma conhecida;34;banco;gratuitamente;1;não especializado;1;sim;ruim
sem cheque;36;existente e pago;mobilia/equipamento;3349;<100;1<=X<4;4;fem div/cas;nenhum;2;carro;28;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;ruim
>=200;10;existente e pago;mobilia/equipamento;1275;<100;<1;4;fem div/cas;nenhum;2;seguro de vida;23;nenhum;própria;1;especializado;1;sim;bom
<0;24;todos pagos;mobilia/equipamento;2828;500<=X<1000;1<=X<4;4;masculino solteiro;nenhum;4;bens imóveis;22;stores;própria;1;especializado;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;negócios;4526;<100;1<=X<4;3;masculino solteiro;nenhum;2;bens imóveis;74;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;36;existente e pago;Computador/TV;2671;100<=X<500;1<=X<4;4;fem div/cas;co requerente;4;nenhuma conhecida;50;nenhum;gratuitamente;1;especializado;1;sim;ruim
sem cheque;18;existente e pago;Computador/TV;2051;<100;<1;4;masculino solteiro;nenhum;1;bens imóveis;33;nenhum;própria;1;especializado;1;sim;bom
sem cheque;15;existente e pago;carro usado;1300;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;45;banco;gratuitamente;1;especializado;2;sim;bom
<0;12;existente e pago;Eletrodomésticos;741;100<=X<500;desempregado;4;fem div/cas;nenhum;3;seguro de vida;22;nenhum;própria;1;especializado;1;sim;ruim
>=200;10;existente e pago;carro novo;1240;100<=X<500;>=7;1;fem div/cas;nenhum;4;nenhuma conhecida;48;nenhum;gratuitamente;1;não especializado;2;sim;ruim
<0;21;existente e pago;Computador/TV;3357;>=1000;<1;4;fem div/cas;nenhum;2;carro;29;banco;própria;1;especializado;1;sim;bom
<0;24;todos pagos;carro usado;3632;<100;1<=X<4;1;fem div/cas;fiador;4;carro;22;banco;alugada;1;especializado;1;não;bom
sem cheque;18;atrasos anteriores;mobilia/equipamento;1808;<100;4<=X<7;4;fem div/cas;nenhum;1;bens imóveis;22;nenhum;própria;1;especializado;1;sim;ruim
0<=X<200;48;sem créditos/todos pagos;negócios;12204;nenhuma economia conhecida;1<=X<4;2;masculino solteiro;nenhum;2;carro;48;banco;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;60;atrasos anteriores;Computador/TV;9157;nenhuma economia conhecida;1<=X<4;2;masculino solteiro;nenhum;2;nenhuma conhecida;27;nenhum;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;6;crítica / outros de crédito existente;carro novo;3676;<100;1<=X<4;1;masculino solteiro;nenhum;3;bens imóveis;37;nenhum;alugada;3;especializado;2;sim;bom
0<=X<200;30;existente e pago;mobilia/equipamento;3441;100<=X<500;1<=X<4;2;fem div/cas;co requerente;4;carro;21;nenhum;alugada;1;especializado;1;sim;ruim
sem cheque;12;existente e pago;carro novo;640;<100;1<=X<4;4;masculino div/sep;nenhum;2;bens imóveis;49;nenhum;própria;1;não especializado;1;sim;bom
0<=X<200;21;crítica / outros de crédito existente;negócios;3652;<100;4<=X<7;2;masculino solteiro;nenhum;3;seguro de vida;27;nenhum;própria;2;especializado;1;sim;bom
sem cheque;18;crítica / outros de crédito existente;carro novo;1530;<100;1<=X<4;3;masculino solteiro;nenhum;2;seguro de vida;32;banco;própria;2;especializado;1;sim;ruim
sem cheque;48;existente e pago;negócios;3914;nenhuma economia conhecida;1<=X<4;4;masculino div/sep;nenhum;2;bens imóveis;38;banco;própria;1;especializado;1;sim;ruim
<0;12;existente e pago;mobilia/equipamento;1858;<100;<1;4;fem div/cas;nenhum;1;carro;22;nenhum;alugada;1;especializado;1;sim;bom
<0;18;existente e pago;Computador/TV;2600;<100;1<=X<4;4;masculino solteiro;nenhum;4;nenhuma conhecida;65;nenhum;gratuitamente;2;especializado;1;sim;ruim
sem cheque;15;existente e pago;Computador/TV;1979;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;2;carro;35;nenhum;própria;1;especializado;1;sim;bom
>=200;6;existente e pago;mobilia/equipamento;2116;<100;1<=X<4;2;masculino solteiro;nenhum;2;bens imóveis;41;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;9;todos pagos;carro novo;1437;100<=X<500;4<=X<7;2;masculino solteiro;nenhum;3;nenhuma conhecida;29;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;42;crítica / outros de crédito existente;mobilia/equipamento;4042;500<=X<1000;1<=X<4;4;masculino solteiro;nenhum;4;bens imóveis;36;nenhum;própria;2;especializado;1;sim;bom
sem cheque;9;existente e pago;educação;3832;nenhuma economia conhecida;>=7;1;masculino solteiro;nenhum;4;bens imóveis;64;nenhum;própria;1;não especializado;1;sim;bom
<0;24;existente e pago;Computador/TV;3660;<100;1<=X<4;2;fem div/cas;nenhum;4;carro;28;nenhum;própria;1;especializado;1;sim;bom
<0;18;todos pagos;mobilia/equipamento;1553;<100;1<=X<4;4;masculino solteiro;nenhum;3;carro;44;banco;própria;1;especializado;1;sim;ruim
0<=X<200;15;existente e pago;Computador/TV;1444;nenhuma economia conhecida;<1;4;masculino solteiro;nenhum;1;seguro de vida;23;nenhum;própria;1;especializado;1;sim;bom
sem cheque;9;existente e pago;mobilia/equipamento;1980;<100;<1;2;fem div/cas;co requerente;2;carro;19;nenhum;alugada;2;especializado;1;sim;ruim
0<=X<200;24;existente e pago;carro novo;1355;<100;<1;3;fem div/cas;nenhum;4;carro;25;nenhum;própria;1;não especializado;1;sim;ruim
sem cheque;12;existente e pago;educação;1393;<100;>=7;4;masculino solteiro;nenhum;4;seguro de vida;47;banco;própria;3;especializado;2;sim;bom
sem cheque;24;existente e pago;Computador/TV;1376;500<=X<1000;4<=X<7;4;fem div/cas;nenhum;1;carro;28;nenhum;própria;1;especializado;1;sim;bom
sem cheque;60;atrasos anteriores;Computador/TV;15653;<100;4<=X<7;2;masculino solteiro;nenhum;4;carro;21;nenhum;própria;2;especializado;1;sim;bom
sem cheque;12;existente e pago;Computador/TV;1493;<100;<1;4;fem div/cas;nenhum;3;carro;34;nenhum;própria;1;especializado;2;sim;bom
<0;42;atrasos anteriores;Computador/TV;4370;<100;4<=X<7;3;masculino solteiro;nenhum;2;seguro de vida;26;banco;própria;2;especializado;2;sim;ruim
